EarthquakeId,EarthquakeTime,EarthquakeLatitude,EarthquakeLongitude,EarthquakeDepth,EarthquakeMagnitude,EarthquakeMagnitudeType,BackAzimuth,EpicentralDistance,HypocentralDistance,RuptureDistance,RuptureDistanceVar,JoynerBooreDistance,JoynerBooreDistanceVar,GC2_ry,GC2_rx,GC2_ry0,GC2_U,GC2_T,Network,DataProvider,StationCode,StationDescription,StationLatitude,StationLongitude,StationElevation,SamplingRate,SourceFile,StationID,H1Lowpass,H1Highpass,H2Lowpass,H2Highpass,ZLowpass,ZHighpass,PGA,PGV,"PSA(T=0.3000, D=0.050)","PSA(T=0.6000, D=0.050)","PSA(T=1.0000, D=0.050)","PSA(T=3.0000, D=0.050)"
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,300.96,333.52,333.19,332.50,0.47,332.48,0.48,nan,nan,nan,nan,nan,AE,IRIS-DMC,W13A,"Hualapai Mountain Park, Kingman, AZ, USA",35.09738,-113.89432,2113.00,100,AE.W13A..HHE__20241025T080438Z__20241025T081200Z.mseed,AE.W13A..HH,19.12237,0.03930,19.12237,0.03930,19.12237,0.03813,8.75800340E-03,7.25324510E-03,1.92287130E-02,1.67221290E-02,5.17494160E-03,1.34535060E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,354.63,338.39,339.19,337.37,0.47,337.35,0.48,nan,nan,nan,nan,nan,AZ,IRIS-DMC,CRY,"Cary Ranch, Anza, CA, USA",33.56540,-116.73730,1128.00,100,AZ.CRY..HHE__20241025T080438Z__20241025T081200Z.mseed,AZ.CRY..HH,19.12237,0.04049,19.12237,0.04049,20.30631,0.03485,1.03349860E-02,1.29071620E-02,2.18852790E-02,2.80441940E-02,1.63266050E-02,1.97399530E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,353.57,336.11,336.90,335.09,0.47,335.07,0.48,nan,nan,nan,nan,nan,AZ,IRIS-DMC,GARR,"Garrison Ranch, CA, USA",33.59180,-116.67080,1442.00,250,AZ.GARR..HNZ__20241025T080438Z__20241025T081200Z.mseed,AZ.GARR..HN,7.49425,0.40776,7.49425,0.40776,9.39863,0.18164,2.97034220E-02,3.57894710E-02,6.21132510E-02,1.47524550E-01,6.50348670E-02,4.01585540E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,353.49,336.97,337.76,335.94,0.47,335.92,0.48,nan,nan,nan,nan,nan,AZ,IRIS-DMC,HSSP,"Hill Street, Anza, CA, USA",33.58470,-116.66410,1388.00,250,AZ.HSSP..HNE__20241025T080438Z__20241025T081200Z.mseed,AZ.HSSP..HN,5.25049,0.52819,5.25049,0.52819,8.25795,0.29507,2.31707910E-02,2.36328020E-02,4.57161510E-02,8.76137070E-02,3.17137300E-02,2.79913560E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,353.95,322.21,322.97,321.19,0.47,321.17,0.48,nan,nan,nan,nan,nan,AZ,IRIS-DMC,KNW,"Keenwild Fire Station, Mountain Center, CA, USA",33.71410,-116.71190,1507.00,100,AZ.KNW..HHE__20241025T080438Z__20241025T081200Z.mseed,AZ.KNW..HH,23.59686,0.06548,23.59686,0.06548,22.89863,0.03332,8.99519290E-03,9.08970430E-03,2.60112900E-02,2.84641130E-02,1.56925090E-02,2.73748830E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,350.33,336.68,337.44,335.65,0.47,335.63,0.48,nan,nan,nan,nan,nan,AZ,IRIS-DMC,PFO,"Pinyon Flats Observatory, CA, USA",33.61170,-116.45940,1259.00,100,AZ.PFO..HHE__20241025T080438Z__20241025T081200Z.mseed,AZ.PFO..HH,18.55654,0.04849,18.55654,0.04849,20.92549,0.03591,8.65807780E-03,6.96948840E-03,2.94352750E-02,9.68210970E-03,6.64646520E-03,2.45577960E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,356.22,330.43,331.22,329.41,0.47,329.38,0.48,nan,nan,nan,nan,nan,AZ,IRIS-DMC,RDM,"Red Mountain, Riverside Co, CA, USA",33.63000,-116.84780,1365.00,100,AZ.RDM..HHE__20241025T080438Z__20241025T081200Z.mseed,AZ.RDM..HH,13.33540,0.04706,13.33540,0.04706,14.59285,0.03485,1.41883710E-02,1.11984600E-02,4.33288280E-02,3.88696130E-02,1.14900160E-02,1.76986490E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,352.79,341.15,341.94,340.12,0.47,340.10,0.48,nan,nan,nan,nan,nan,AZ,IRIS-DMC,SND,"Jim Saunders Place, Anza, CA, USA",33.55190,-116.61290,1358.00,100,AZ.SND..HHN__20241025T080438Z__20241025T081200Z.mseed,AZ.SND..HH,12.94081,0.05306,12.94081,0.05306,13.74203,0.03485,1.68245010E-02,1.11303720E-02,3.66740410E-02,3.21232110E-02,1.67098340E-02,4.94423630E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,98.33,305.61,304.96,304.59,0.47,304.57,0.48,nan,nan,nan,nan,nan,BK,NCEDC,ALVW,Alview elementary school,37.04906,-120.47143,41.80,100,BK.ALVW.00.HHE__20241025T080438Z__20241025T081200Z.mseed,BK.ALVW.00.HH,12.55790,0.03332,12.55790,0.03332,14.59285,0.07384,3.90057240E-03,6.40201630E-03,1.36723360E-02,8.56772950E-03,6.02766930E-03,1.57286390E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,74.57,282.32,281.78,281.30,0.47,281.27,0.48,nan,nan,nan,nan,nan,BK,NCEDC,AVSP,Avenal State Prison,35.96302,-120.13313,301.30,100,BK.AVSP.00.HHE__20241025T080438Z__20241025T081200Z.mseed,BK.AVSP.00.HH,9.87552,0.16615,9.87552,0.16615,10.48695,0.18736,3.20460150E-03,4.51738880E-03,8.65448050E-03,1.11504610E-02,6.15806100E-03,1.83280400E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,76.12,338.18,337.50,337.16,0.47,337.13,0.48,nan,nan,nan,nan,nan,BK,NCEDC,BRAD,"Bradley, CA",35.92625,-120.76114,467.40,100,BK.BRAD.00.HHZ__20241025T080438Z__20241025T081200Z.mseed,BK.BRAD.00.HH,11.13623,0.15646,11.13623,0.15646,11.47580,0.21772,1.44192650E-03,3.47796400E-03,3.60724690E-03,3.78027540E-03,4.57431710E-03,1.96140160E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,74.28,228.47,228.05,227.46,0.47,227.42,0.48,nan,nan,nan,nan,nan,BK,NCEDC,CCOR,Corcoran,36.06884,-119.54932,59.10,100,BK.CCOR.00.HHZ__20241025T080438Z__20241025T081200Z.mseed,BK.CCOR.00.HH,9.29973,0.04706,9.29973,0.04706,12.55790,0.08327,8.08562030E-03,7.88934140E-03,2.26576180E-02,1.70853680E-02,1.07414920E-02,3.92073280E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,98.07,141.80,141.59,140.81,0.47,140.75,0.48,nan,nan,nan,nan,nan,BK,NCEDC,CGRV,Cedar Grove,36.79147,-118.66033,1450.20,100,BK.CGRV.00.HHE__20241025T080438Z__20241025T081200Z.mseed,BK.CGRV.00.HH,37.50000,0.04849,37.50000,0.04849,37.50000,0.03332,6.44446640E-02,1.29988320E-02,2.78276200E-02,9.52899150E-03,6.06161440E-03,1.18403990E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,92.31,172.96,172.64,171.96,0.47,171.92,0.48,nan,nan,nan,nan,nan,BK,NCEDC,HELL,"Rademacher Property, Miramonte, CA, USA",36.68011,-119.02282,1140.00,100,BK.HELL.00.HHE__20241025T080438Z__20241025T081200Z.mseed,BK.HELL.00.HH,33.83684,0.03382,33.83684,0.03382,37.02744,0.03332,2.66529500E-02,6.56613220E-03,1.84955590E-02,6.58696670E-03,3.84756210E-03,1.32962700E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,89.15,215.87,215.41,214.86,0.47,214.82,0.48,nan,nan,nan,nan,nan,BK,NCEDC,KARE,"Kearney REC, Parlier, CA",36.59736,-119.50381,104.10,100,BK.KARE.00.HHE__20241025T080438Z__20241025T081200Z.mseed,BK.KARE.00.HH,15.49635,0.03930,15.49635,0.03930,22.22107,0.03332,7.03618880E-03,7.11267520E-03,1.26031210E-02,9.74839760E-03,8.65044420E-03,2.69539510E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,76.69,281.13,280.58,280.12,0.47,280.09,0.48,nan,nan,nan,nan,nan,BK,NCEDC,KETL,Kettleman Hills,36.05749,-120.14935,373.50,100,BK.KETL.00.HHZ__20241025T080438Z__20241025T081200Z.mseed,BK.KETL.00.HH,10.17664,0.28529,10.17664,0.28529,11.13623,0.05635,5.09248620E-03,5.11459930E-03,2.04028320E-02,1.26980300E-02,9.25025990E-03,1.67346100E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,80.52,178.29,177.94,177.29,0.47,177.24,0.48,nan,nan,nan,nan,nan,BK,NCEDC,LIND,"Lindcove REC, Exeter, CA",36.35307,-119.05668,154.70,100,BK.LIND.00.HHN__20241025T080438Z__20241025T081200Z.mseed,BK.LIND.00.HH,37.50000,0.04566,37.50000,0.04566,37.50000,0.03332,9.11638750E-03,2.23904080E-03,6.31443950E-03,4.77020880E-03,2.29991540E-03,4.76766660E-04
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,105.23,312.28,311.69,311.26,0.47,311.24,0.48,nan,nan,nan,nan,nan,BK,NCEDC,MERC,"Merced, CA",37.38890,-120.45944,63.70,100,BK.MERC.00.HHE__20241025T080438Z__20241025T081200Z.mseed,BK.MERC.00.HH,19.12237,0.04849,19.12237,0.04849,19.12237,0.03332,4.09693600E-03,7.45406270E-03,1.01508740E-02,9.16846330E-03,7.03612420E-03,2.73708030E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,110.23,252.92,252.53,251.91,0.47,251.87,0.48,nan,nan,nan,nan,nan,BK,NCEDC,MMI,"Miami Mountain, Sierra National Forest, Mariposa County",37.41964,-119.74378,1306.50,100,BK.MMI.00.HHE__20241025T080438Z__20241025T081200Z.mseed,BK.MMI.00.HH,28.25673,0.03700,28.25673,0.03700,27.42062,0.03332,5.55341510E-03,2.45262330E-03,5.53354170E-03,3.31258460E-03,2.05003000E-03,7.14475460E-04
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,122.96,127.09,127.06,126.11,0.47,126.04,0.48,nan,nan,nan,nan,nan,BK,NCEDC,OVRO,"Owens Valley Radio Observatory, Big Pine, CA",37.23066,-118.28300,1216.00,100,BK.OVRO.00.HHE__20241025T080438Z__20241025T081200Z.mseed,BK.OVRO.00.HH,19.12237,0.04300,19.12237,0.04300,18.55654,0.04049,3.32837040E-02,2.89574760E-02,5.67664730E-02,5.29214930E-02,3.53635560E-02,1.86367720E-02
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,102.26,179.95,179.69,178.96,0.47,178.91,0.48,nan,nan,nan,nan,nan,BK,NCEDC,PATT,Patterson Mtn,36.96238,-119.05665,2458.20,100,BK.PATT.00.HHN__20241025T080438Z__20241025T081200Z.mseed,BK.PATT.00.HH,30.00622,0.04049,30.00622,0.04049,33.83684,0.03332,2.06674630E-02,6.25639370E-03,2.61285970E-02,7.66030860E-03,4.08474440E-03,1.40039690E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,75.76,318.45,317.83,317.43,0.47,317.40,0.48,nan,nan,nan,nan,nan,BK,NCEDC,PKD,"Bear Valley Ranch, Parkfield, CA, USA",35.94517,-120.54160,583.00,100,BK.PKD.00.HHN__20241025T080438Z__20241025T081200Z.mseed,BK.PKD.00.HH,12.94081,0.23120,12.94081,0.23120,13.33540,0.20502,1.24912620E-03,1.74481630E-03,1.95587550E-03,2.69509710E-03,2.42846350E-03,5.24388680E-04
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,70.05,298.59,298.09,297.58,0.47,297.55,0.48,nan,nan,nan,nan,nan,BK,NCEDC,THIS,"South End of Cholame Valley, Shandon, CA, USA",35.72405,-120.22845,643.00,200,BK.THIS.00.HNZ__20241025T080438Z__20241025T081200Z.mseed,BK.THIS.00.HN,7.76610,0.17082,7.76610,0.17082,8.55750,0.18223,5.12506650E-03,5.76350250E-03,1.66966550E-02,1.71361710E-02,1.27399630E-02,1.63773620E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,99.72,213.35,212.93,212.34,0.47,212.30,0.48,nan,nan,nan,nan,nan,BK,NCEDC,TOLH,"Petersen Ranch, Tollhouse, CA",36.94966,-119.44162,383.30,100,BK.TOLH.00.HHE__20241025T080438Z__20241025T081200Z.mseed,BK.TOLH.00.HH,29.11834,0.03930,29.11834,0.03930,33.83684,0.03332,7.84702470E-03,1.97063190E-03,8.77840890E-03,3.08166930E-03,1.58040480E-03,4.44542390E-04
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,67.24,315.96,315.47,314.94,0.47,314.92,0.48,nan,nan,nan,nan,nan,BK,NCEDC,TSCN,"Shell Creek North, Shandon, CA, USA",35.54398,-120.34806,476.50,100,BK.TSCN.00.HHN__20241025T080438Z__20241025T081200Z.mseed,BK.TSCN.00.HH,11.47580,0.22436,11.47580,0.22436,12.55790,0.05807,3.35208640E-03,5.39527710E-03,6.76535290E-03,9.65942640E-03,7.29516680E-03,2.18368740E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,81.14,247.90,247.38,246.89,0.47,246.85,0.48,nan,nan,nan,nan,nan,BK,NCEDC,WHCL,West Hills College,36.28896,-119.82910,64.90,100,BK.WHCL.00.HHN__20241025T080438Z__20241025T081200Z.mseed,BK.WHCL.00.HH,10.17664,0.06354,10.17664,0.06354,16.45578,0.03332,6.84077820E-03,8.86530730E-03,1.69688850E-02,1.68205230E-02,1.43754320E-02,3.91538710E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,90.89,252.00,251.45,250.99,0.47,250.96,0.48,nan,nan,nan,nan,nan,BK,NCEDC,WINE,"Golden State Vintners, Fresno, CA USA",36.67021,-119.90772,73.50,100,BK.WINE.00.HHE__20241025T080438Z__20241025T081200Z.mseed,BK.WINE.00.HH,13.74203,0.06548,13.74203,0.06548,15.03781,0.06953,6.65732100E-03,6.69296660E-03,2.17921490E-02,8.75508040E-03,1.00077910E-02,3.27555980E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,44.16,274.05,274.11,273.03,0.47,273.00,0.48,nan,nan,nan,nan,nan,CI,NCEDC,ABL,Mount Abel,34.84843,-119.22496,1974.20,100,CI.ABL..HHE__20241025T080438Z__20241025T081200Z.mseed,CI.ABL..HH,13.74203,0.03332,13.74203,0.03332,14.16105,0.03485,3.82705240E-03,4.51702190E-03,6.76540230E-03,6.52875880E-03,4.33646210E-03,1.10268030E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,7.67,229.69,230.23,228.68,0.47,228.65,0.48,nan,nan,nan,nan,nan,CI,IRIS-DMC,ADO,Adelanto Receiving,34.55046,-117.43391,908.00,100,CI.ADO..HHN__20241025T080438Z__20241025T081200Z.mseed,CI.ADO..HH,9.02456,0.06354,9.02456,0.06354,11.82572,0.04706,6.42768500E-02,4.75673390E-02,1.35436800E-01,1.27729040E-01,9.13125800E-02,1.23961230E-02
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,67.60,221.98,221.65,220.98,0.47,220.94,0.48,nan,nan,nan,nan,nan,CI,NCEDC,ASP,Allensworth State Park,35.86114,-119.38511,64.00,100,CI.ASP..HNZ__20241025T080438Z__20241025T081200Z.mseed,CI.ASP..HN,9.87552,0.06748,9.87552,0.06748,14.59285,0.11587,1.07550850E-02,1.76734010E-02,2.09487340E-02,2.55920190E-02,2.28014550E-02,7.65298660E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,51.88,228.97,228.87,227.97,0.47,227.93,0.48,nan,nan,nan,nan,nan,CI,IRIS-DMC,BAK,Calstate Bakersfield,35.34444,-119.10445,114.40,100,CI.BAK..HHZ__20241025T080438Z__20241025T081200Z.mseed,CI.BAK..HH,8.75752,0.03332,8.75752,0.03332,8.49839,0.05306,1.42112740E-02,1.10974850E-02,4.17291010E-02,1.96228010E-02,1.55935810E-02,5.12901320E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,356.64,260.01,260.65,259.00,0.47,258.96,0.48,nan,nan,nan,nan,nan,CI,IRIS-DMC,BBR,Big Bear Solar Observatory,34.26230,-116.92075,2069.00,100,CI.BBR..HHE__20241025T080438Z__20241025T081200Z.mseed,CI.BBR..HH,15.49635,0.04566,15.49635,0.04566,33.83684,0.03930,9.45390770E-02,6.71342500E-02,1.96476510E-01,1.36862470E-01,7.98010650E-02,5.64694730E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,48.04,279.40,279.35,278.38,0.47,278.35,0.48,nan,nan,nan,nan,nan,CI,NCEDC,BCW,Bitter Creek Wildlife,34.94009,-119.41313,1101.00,100,CI.BCW..HHE__20241025T080438Z__20241025T081200Z.mseed,CI.BCW..HH,10.17664,0.03591,10.17664,0.03591,13.33540,0.03700,4.55520820E-03,6.69825590E-03,1.00465040E-02,1.62273790E-02,1.09337700E-02,2.43061280E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,341.31,305.21,305.80,304.20,0.47,304.17,0.48,nan,nan,nan,nan,nan,CI,IRIS-DMC,BEL,Belle Mountain Joshua Tree,34.00060,-115.99820,1388.00,100,CI.BEL..HHN__20241025T080438Z__20241025T081200Z.mseed,CI.BEL..HH,16.95755,0.03332,16.95755,0.03332,19.70545,0.04849,4.96813570E-02,3.78430990E-02,2.35686750E-01,1.45033270E-01,2.32903830E-02,2.91833320E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,10.96,267.17,267.77,266.15,0.47,266.12,0.48,nan,nan,nan,nan,nan,CI,IRIS-DMC,BFS,Mt. Baldy Ranger Station,34.23883,-117.65853,1312.00,100,CI.BFS..HHZ__20241025T080438Z__20241025T081200Z.mseed,CI.BFS..HH,15.03781,0.03485,15.03781,0.03485,16.95755,0.04049,6.64234000E-03,5.88924070E-03,2.24598760E-02,2.10102760E-02,1.08351180E-02,1.11614260E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,59.19,286.96,286.66,285.94,0.47,285.91,0.48,nan,nan,nan,nan,nan,CI,NCEDC,CAR,Carrizo Plain,35.30819,-119.84583,763.20,100,CI.CAR..HHZ__20241025T080438Z__20241025T081200Z.mseed,CI.CAR..HH,11.13623,0.03930,11.13623,0.03930,11.82572,0.03930,8.46341490E-03,1.35489890E-02,1.54421690E-02,2.30774820E-02,1.17310500E-02,2.35120000E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,11.57,121.98,122.31,121.01,0.47,120.94,0.48,nan,nan,nan,nan,nan,CI,NCEDC,CCC,Christmas Canyon China Lake,35.52495,-117.36453,670.00,100,CI.CCC..HHE__20241025T080438Z__20241025T081200Z.mseed,CI.CCC..HH,37.50000,0.05635,37.50000,0.05635,37.50000,0.03332,1.06109480E-01,8.88607910E-02,2.62488400E-01,3.44655730E-01,2.52440880E-01,1.26921400E-02
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,84.69,63.96,64.17,63.05,0.46,62.92,0.48,nan,nan,nan,nan,nan,CI,NCEDC,CGO,Cerro Gordo,36.55040,-117.80295,2795.00,100,CI.CGO..HHZ__20241025T080438Z__20241025T081200Z.mseed,CI.CGO..HH,33.83684,0.03930,33.83684,0.03930,35.93181,0.03930,9.92989650E-02,4.09924660E-02,2.46830730E-01,1.45899510E-01,5.12360420E-02,9.28733360E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,18.36,265.57,266.10,264.56,0.47,264.53,0.48,nan,nan,nan,nan,nan,CI,IRIS-DMC,CHF,Chilao Flat Rngr Sta,34.33341,-118.02585,1594.00,100,CI.CHF..HHZ__20241025T080438Z__20241025T081200Z.mseed,CI.CHF..HH,23.59686,0.03813,23.59686,0.03813,22.89863,0.06953,6.59777470E-03,6.75828590E-03,2.12038330E-02,1.29903650E-02,1.02066710E-02,1.22355090E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,56.83,281.50,281.27,280.49,0.47,280.46,0.48,nan,nan,nan,nan,nan,CI,NCEDC,CRG,Crocker Grade,35.24220,-119.72486,1169.00,100,CI.CRG..HHE__20241025T080438Z__20241025T081200Z.mseed,CI.CRG..HH,9.58330,0.08580,9.58330,0.08580,9.02456,0.04997,1.56994960E-02,1.22776500E-02,4.08112960E-02,4.02270330E-02,1.27520520E-02,1.42407960E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,78.25,90.38,90.36,89.43,0.46,89.34,0.48,nan,nan,nan,nan,nan,CI,IRIS-DMC,CWC,Cottonwood Creek,36.43988,-118.08016,1595.00,100,CI.CWC..HHZ__20241025T080438Z__20241025T081200Z.mseed,CI.CWC..HH,28.25673,0.03332,28.25673,0.03332,30.92117,0.03382,8.49908720E-02,1.47973740E-02,4.21763100E-02,1.20631970E-02,5.59999190E-03,1.13237380E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,325.09,267.37,267.60,266.36,0.47,266.33,0.48,nan,nan,nan,nan,nan,CI,IRIS-DMC,DAN,Danby,34.63745,-115.38115,428.00,100,CI.DAN..HHZ__20241025T080438Z__20241025T081200Z.mseed,CI.DAN..HH,13.74203,0.04049,13.74203,0.04049,10.80672,0.05306,6.80486430E-02,4.49529240E-02,2.48998080E-01,1.26179540E-01,6.46396990E-02,4.93347830E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,50.65,57.97,58.19,57.07,0.46,56.93,0.48,nan,nan,nan,nan,nan,CI,NCEDC,DAW,Darwin,36.27148,-117.59214,1476.60,100,CI.DAW..HHE__20241025T080438Z__20241025T081200Z.mseed,CI.DAW..HH,37.50000,0.03332,37.50000,0.03332,37.50000,0.03332,1.60052410E-01,6.16259070E-02,2.31999200E-01,5.40479040E-02,3.52163310E-02,7.26346470E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,23.06,283.90,284.37,282.89,0.47,282.86,0.48,nan,nan,nan,nan,nan,CI,IRIS-DMC,DEC,Green Verdugo Site,34.25353,-118.33383,519.00,100,CI.DEC..HHZ__20241025T080438Z__20241025T081200Z.mseed,CI.DEC..HH,9.87552,0.04173,9.87552,0.04173,10.80672,0.03332,1.31966310E-02,1.74021310E-02,4.29705170E-02,3.83331110E-02,3.56917410E-02,2.44553490E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,358.72,327.55,328.33,326.53,0.47,326.50,0.48,nan,nan,nan,nan,nan,CI,IRIS-DMC,DGR,Domenigoni,33.65001,-117.00947,649.10,100,CI.DGR..HHE__20241025T080438Z__20241025T081200Z.mseed,CI.DGR..HH,24.31637,0.04300,24.31637,0.04300,22.89863,0.03382,7.94327310E-03,5.46342610E-03,2.39687290E-02,1.46875540E-02,7.65324060E-03,1.34250360E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,23.73,303.34,303.82,302.33,0.47,302.30,0.48,nan,nan,nan,nan,nan,CI,IRIS-DMC,DJJ,Donna Jones Jenkins,34.10618,-118.45505,266.50,100,CI.DJJ..HHZ__20241025T080438Z__20241025T081200Z.mseed,CI.DJJ..HH,9.02456,0.04706,9.02456,0.04706,13.33540,0.03332,4.31236750E-03,5.48230510E-03,1.33389280E-02,1.04290710E-02,8.03845150E-03,1.48396960E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,24.48,162.95,163.25,161.96,0.47,161.91,0.48,nan,nan,nan,nan,nan,CI,NCEDC,DTP,Desert Tortoise Park,35.26742,-117.84581,908.00,100,CI.DTP..HHZ__20241025T080438Z__20241025T081200Z.mseed,CI.DTP..HH,30.92117,0.03332,30.92117,0.03332,33.83684,0.03332,9.80118330E-03,1.68124710E-02,2.13314220E-02,1.66011800E-02,1.40872940E-02,5.68585450E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,22.90,207.63,207.99,206.63,0.47,206.59,0.48,nan,nan,nan,nan,nan,CI,IRIS-DMC,EDW2,Edwards 2,34.88110,-117.99388,772.00,100,CI.EDW2..HHE__20241025T080438Z__20241025T081200Z.mseed,CI.EDW2..HH,29.11834,0.03332,29.11834,0.03332,29.11834,0.05149,1.42581140E-02,9.03280870E-03,2.71193340E-02,2.05067330E-02,2.30986450E-02,1.67665710E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,18.53,338.72,339.36,337.70,0.47,337.68,0.48,nan,nan,nan,nan,nan,CI,IRIS-DMC,FMP,Fort Macarthur Park,33.71264,-118.29381,89.00,100,CI.FMP..HHN__20241025T080438Z__20241025T081200Z.mseed,CI.FMP..HH,6.10725,0.05306,6.10725,0.05306,5.75117,0.03332,4.73766620E-03,9.44787560E-03,1.12978010E-02,1.02678190E-02,1.39451190E-02,1.96949720E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,26.33,231.89,232.23,230.88,0.47,230.84,0.48,nan,nan,nan,nan,nan,CI,NCEDC,FOX2,Fox Airport 2,34.73390,-118.24046,719.70,100,CI.FOX2..HHZ__20241025T080438Z__20241025T081200Z.mseed,CI.FOX2..HH,14.16105,0.04706,14.16105,0.04706,16.45578,0.04049,1.93056270E-02,2.63976200E-02,4.55593260E-02,6.13302600E-02,4.36068260E-02,7.10076490E-03
ci40964128,2024-10-25T08:05:08.290000Z,36.60167,-117.09117,3.98,4.7,mw,327.69,239.64,239.91,238.62,0.47,238.59,0.48,nan,nan,nan,nan,nan,CI,IRIS-DMC,GMR,Granite Mountains Research Center,34.78457,-115.65994,1326.00,100,CI.GMR..HHE__20241025T080438Z__20241025T081200Z.mseed,CI.GMR..HH,33.83684,0.04431,33.83684,0.04431,35.93181,0.05306,2.26075120E-02,1.31486070E-02,6.36264740E-02,2.55017240E-02,1.59969430E-02,2.47988530E-03
