EarthquakeId,EarthquakeTime,EarthquakeLatitude,EarthquakeLongitude,EarthquakeDepth,EarthquakeMagnitude,EarthquakeMagnitudeType,BackAzimuth,EpicentralDistance,HypocentralDistance,RuptureDistance,RuptureDistanceVar,JoynerBooreDistance,JoynerBooreDistanceVar,GC2_ry,GC2_rx,GC2_ry0,GC2_U,GC2_T,Network,DataProvider,StationCode,StationDescription,StationLatitude,StationLongitude,StationElevation,SamplingRate,SourceFile,StationID,H1Lowpass,H1Highpass,H2Lowpass,H2Highpass,ZLowpass,ZHighpass,PGA,PGV,"PSA(T=0.3000, D=0.050)","PSA(T=0.6000, D=0.050)","PSA(T=1.0000, D=0.050)","PSA(T=3.0000, D=0.050)"
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,91.36,262.52,261.87,261.39,0.53,261.38,0.54,nan,nan,nan,nan,nan,PE,IRIS-DMC,WRPS,"PSU, University Park, PA, USA",40.79418,-77.86532,320.00,100,PE.WRPS..HHZ__20240405T142250Z__20240405T143114Z.mseed,PE.WRPS..HH,34.86859,0.04173,34.86859,0.04173,37.50000,0.07609,7.73224720E-02,4.05668850E-02,1.56164750E-01,6.55309500E-02,1.19353380E-02,3.41687760E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,95.95,338.63,337.80,337.51,0.54,337.49,0.54,nan,nan,nan,nan,nan,PE,IRIS-DMC,ZEL1,PA SWD Zelman #1,41.08158,-78.74588,516.00,100,PE.ZEL1.00.HHZ__20240405T142250Z__20240405T143114Z.mseed,PE.ZEL1.00.HH,25.05783,0.24551,25.05783,0.24551,37.50000,0.13464,3.20404190E-02,1.87408260E-02,7.84647520E-02,4.89867710E-02,3.46406340E-02,1.91980060E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,100.51,763.57,761.76,762.44,0.54,762.43,0.54,nan,nan,nan,nan,nan,US,IRIS-DMC,AAM,"Ann Arbor, Michigan, USA",42.30120,-83.65670,172.00,40,US.AAM.00.BHZ__20240405T142250Z__20240405T143114Z.mseed,US.AAM.00.BH,15.00000,0.35897,15.00000,0.35897,15.00000,0.48698,1.48789420E-02,1.01947550E-02,2.78231980E-02,3.37863920E-02,1.01949010E-02,1.45251100E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,83.11,699.01,697.27,697.88,0.54,697.87,0.54,nan,nan,nan,nan,nan,US,IRIS-DMC,ACSO,"Alum Creek State Park, Ohio, USA",40.23190,-82.98200,288.00,40,US.ACSO.00.BH2__20240405T142250Z__20240405T143114Z.mseed,US.ACSO.00.BH,13.19508,0.29564,13.19508,0.29564,13.56604,0.29564,1.31099110E-02,6.54869530E-03,2.87030280E-02,7.48662150E-03,5.74583850E-03,1.68575070E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,148.04,195.87,195.93,194.76,0.53,194.74,0.54,nan,nan,nan,nan,nan,US,IRIS-DMC,BINY,"Binghamton, New York, USA",42.19930,-75.98610,498.00,40,US.BINY.00.BHZ__20240405T142250Z__20240405T143114Z.mseed,US.BINY.00.BH,15.00000,0.07599,15.00000,0.07599,15.00000,0.06434,4.84820520E-02,1.85021370E-02,1.33291850E-01,2.70167960E-02,1.77479730E-02,6.63125920E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,49.99,624.64,624.10,623.50,0.54,623.50,0.54,nan,nan,nan,nan,nan,US,IRIS-DMC,BLA,"Blacksburg, Virginia, USA",37.21130,-80.42049,634.00,40,US.BLA.00.BH2__20240405T142250Z__20240405T143114Z.mseed,US.BLA.00.BH,14.74269,0.05154,14.74269,0.05154,15.00000,0.21197,6.52149650E-03,6.06527060E-03,1.28539960E-02,2.72083550E-02,6.78572920E-03,2.13316020E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,38.29,356.53,356.52,355.40,0.54,355.39,0.54,nan,nan,nan,nan,nan,US,IRIS-DMC,CBN,"Corbin (Fredericksburg Observatory), Virginia, USA",38.20460,-77.37320,70.00,40,US.CBN.00.BHZ__20240405T142250Z__20240405T143114Z.mseed,US.CBN.00.BH,15.00000,0.06992,15.00000,0.06992,15.00000,0.04245,5.38746910E-02,4.35351080E-02,2.24729100E-01,1.59660140E-01,2.18025890E-02,1.91632310E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,108.10,464.79,463.80,463.66,0.54,463.65,0.54,nan,nan,nan,nan,nan,US,IRIS-DMC,ERPA,"Erie, Pennsylvania, USA",42.11750,-79.98910,306.30,40,US.ERPA.00.BHZ__20240405T142250Z__20240405T143114Z.mseed,US.ERPA.00.BH,15.00000,0.05759,15.00000,0.05759,15.00000,0.17458,2.03748130E-02,1.58583900E-02,5.67315380E-02,2.22204180E-02,1.84273730E-02,8.73692920E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,211.59,457.39,457.43,456.26,0.54,456.25,0.54,nan,nan,nan,nan,nan,US,IRIS-DMC,LBNH,"Lisbon, New Hampshire, USA",44.24010,-71.92590,367.00,40,US.LBNH.00.BH1__20240405T142250Z__20240405T143114Z.mseed,US.LBNH.00.BH,15.00000,0.21197,15.00000,0.21197,15.00000,0.06801,3.88078480E-02,2.97566230E-02,1.03354440E-01,7.80168860E-02,6.26946830E-02,3.97898380E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,181.96,436.08,436.51,434.95,0.54,434.94,0.54,nan,nan,nan,nan,nan,US,IRIS-DMC,LONY,"Lake Ozonia, New York, USA",44.61970,-74.58290,440.00,40,US.LONY.00.BH1__20240405T142250Z__20240405T143114Z.mseed,US.LONY.00.BH,15.00000,0.05299,15.00000,0.05299,15.00000,0.05154,2.05461420E-02,1.43187240E-02,5.44712010E-02,3.18290330E-02,1.35554980E-02,2.25265970E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,73.47,448.19,447.19,447.06,0.54,447.05,0.54,nan,nan,nan,nan,nan,US,IRIS-DMC,MCWV,"Mont Chateau, West Virginia, USA",39.65810,-79.84560,280.00,40,US.MCWV.00.BH2__20240405T142250Z__20240405T143114Z.mseed,US.MCWV.00.BH,15.00000,0.20054,15.00000,0.20054,15.00000,0.04245,1.19112190E-02,9.03982190E-03,4.42166360E-02,1.88375440E-02,1.31066890E-02,3.30126960E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,120.57,677.44,676.40,676.31,0.54,676.30,0.54,nan,nan,nan,nan,nan,WU,IRIS-DMC,BASO,"Ashfield, Ontario, Canada",44.01331,-81.66482,210.00,100,WU.BASO..HHN__20240405T142250Z__20240405T143114Z.mseed,WU.BASO..HH,37.50000,0.33152,37.50000,0.33152,37.50000,0.42157,7.73332440E-03,6.85603400E-03,2.05081650E-02,1.01958040E-02,8.11652850E-03,2.53192850E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,127.05,683.76,682.95,682.63,0.54,682.62,0.54,nan,nan,nan,nan,nan,WU,IRIS-DMC,BMRO,"Meriville Lake, Ontario, Canada",44.59519,-81.21742,217.00,100,WU.BMRO..HHE__20240405T142250Z__20240405T143114Z.mseed,WU.BMRO..HH,37.50000,0.33152,37.50000,0.33152,37.50000,0.40910,4.65170110E-03,3.64141400E-03,1.53247420E-02,6.70081460E-03,5.40556320E-03,1.40258840E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,123.71,647.86,646.97,646.73,0.54,646.72,0.54,nan,nan,nan,nan,nan,WU,IRIS-DMC,BWLO,"Walkerton, Ontario, Canada",44.11741,-81.13824,255.00,100,WU.BWLO..HHE__20240405T142250Z__20240405T143114Z.mseed,WU.BWLO..HH,37.50000,0.24551,37.50000,0.24551,37.50000,0.34163,5.72280560E-03,4.09357240E-03,1.38630270E-02,1.01914620E-02,4.42196510E-03,1.39936340E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,134.14,507.87,507.49,506.74,0.54,506.73,0.54,nan,nan,nan,nan,nan,WU,IRIS-DMC,PKRO,"Pickering, Ontario, Canada",43.96427,-79.07157,197.00,200,WU.PKRO..HHN__20240405T142250Z__20240405T143114Z.mseed,WU.PKRO..HH,35.51909,0.21422,35.51909,0.21422,40.00000,0.32621,3.63074290E-02,1.64148750E-02,6.84491830E-02,5.59362900E-02,2.71526950E-02,1.86536680E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,127.16,509.25,508.66,508.12,0.54,508.11,0.54,nan,nan,nan,nan,nan,WU,IRIS-DMC,TORO2,Z,43.56944,-79.56184,68.00,200,WU.TORO2..HHE__20240405T142250Z__20240405T143114Z.mseed,WU.TORO2..HH,12.61606,0.09543,12.61606,0.09543,12.61606,0.32621,1.40430660E-02,8.63529680E-03,3.04509710E-02,1.15528650E-02,1.26167740E-02,1.85828040E-03
us7000ma74,2024-04-05T14:23:20.045000Z,40.69630,-74.75960,2.62,4.8,mwr,144.23,252.51,252.51,251.39,0.53,251.37,0.54,nan,nan,nan,nan,nan,YU,IRIS-DMC,B01A,Lansing,42.55449,-76.50582,271.10,200,YU.B01A.00.HHE__20240405T142250Z__20240405T143114Z.mseed,YU.B01A.00.HH,40.00000,0.18223,40.00000,0.18223,40.00000,0.06686,4.83407870E-02,1.69405780E-02,9.82082760E-02,3.82384340E-02,1.75416460E-02,5.84498960E-03
